tra_id,amount_eur
26036,11.85
259414,1.00
164013,28.05
278493,59.00
185886,4.49
122638,558.00
280748,9.83
161932,436.49
283119,1.78
49616,67.44
1796,75.90
282247,75.00
154988,20.00
283004,2.28
9198,6.17
116145,208.00
14875,0.90
130839,13.98
693,10.22
67239,6.99
74059,8.91
240636,104.90
153651,36.42
124509,30.35
246531,0.76
257498,29.95
278897,1425.00
164381,68.75
87349,29.95
109588,0.76
245797,138.00
196346,28.90
114030,10.69
160165,32.00
280768,109.85
116297,1.79
222552,1.52
32620,0.01
276724,52.90
95731,10.00
21464,25.06
72119,981.16
151198,397.30
82927,12.99
79953,13.40
137512,1.00
274713,23.80
39573,175.00
116866,30.00
134569,9.99
96097,62.70
219632,23.74
284079,0.89
144010,195.00
184557,151.37
283725,529.49
42703,394.39
64200,127.60
109282,129.48
211482,108.00
54384,0.99
265288,50.00
137160,8.25
172949,0.75
85160,7.84
220902,4.95
111584,20.00
152884,1.29
234370,200.00
128778,575.50
80346,38.42
237012,5.00
265550,0.89
255684,44.41
161297,99.99
79396,4.73
94822,1.78
26862,15.00
91727,1.00
231541,81.43
88426,15.48
154826,135.26
75058,58.70
136627,37.40
229512,9.46
163708,1.00
269435,2.99
167362,201.44
21352,34.00
47169,5.76
122920,9.98
63307,30.31
76975,1.98
109572,89.99
249434,27.90
165375,72.90
78728,19.54
11308,31.54
66335,74.86
119003,110.00
47993,1.79
58411,298.97
171975,32.00
42395,200.00
44759,336.00
263282,347.56
100076,4.49
147289,17.33
254859,1597.72
37311,107.75
53524,24.89
147030,2.28
8494,119.74
267571,15.00
265699,0.89
92708,9.54
263762,100.00
43044,345.70
154535,7.50
171778,0.76
161669,14.99
146985,1.29
220842,6.00
146480,10.19
283600,64.30
95657,89.99
67430,10.00
265602,197.40
280422,16.94
49688,5.60
251323,24.95
138507,5.16
280119,83.18
12192,10.00
216112,4.99
156474,40.00
192962,1200.00
193118,568.00
179600,116.67
80083,625.00
47119,1.29
261184,202.54
19994,39.98
167179,285.64
257923,7.68
46575,19.99
206773,46.00
38718,13.98
209911,1.00
275518,1.00
172734,10.00
189018,1.39
116637,0.01
97161,32.00
189053,67.00
171332,10.59
138268,52.66
33029,22.06
17145,49.99
245782,41.87
257755,4.75
130283,1.98
24708,9.03
47274,20.00
191315,26.00
178489,10.00
91031,8.99
15671,0.89
175586,89.99
72012,142.00
77223,47.95
60496,24.95
120052,14.16
158487,30.00
69519,1.00
71591,2.92
66383,14.95
105867,189.27
253600,5.64
140037,34.28
260147,213.04
254438,33.46
17113,11.48
50269,201.99
255067,70.00
26531,12.99
41069,15.00
174909,485.00
264977,875.00
52560,1.00
51759,11.92
9200,16.35
185163,12.99
128009,215.00
52153,20.51
116582,118.37
45698,75.10
199008,0.99
38080,1.00
215926,49.96
56090,3.61
18422,1.00
258615,76.00
121318,8.62
67567,1.85
153872,45.00
227971,3.99
228738,11.50
176283,1.98
191270,90.00
103578,1.00
147871,60.00
261201,1.79
159285,99.99
182466,5.00
20502,37.16
68159,78.28
27882,69.99
128604,1.00
61477,9.80
226311,13.83
29686,20.77
84541,6.24
276204,42.81
66439,20.99
78835,15.00
55309,0.89
38426,14.97
6667,50.00
19787,23.88
57222,9.99
263792,1.00
164392,744.38
70207,85.25
170257,1.00
160477,23.43
148817,0.01
9518,330.84
199215,717.95
69291,11.87
85257,688.28
152115,15.00
197894,8.99
1980,5.27
262350,591.20
264174,2.58
147766,99.99
205576,27.00
64730,17.41
147547,1154.94
127704,5.49
120979,1.98
204402,1.29
19781,49.32
174859,112.94
202893,10.00
48731,14.72
51263,59.74
89710,27.99
8931,25.80
72461,32.00
116971,40.65
107150,60.00
69141,760.00
40210,10.40
230807,9.95
112669,11.50
110914,64.99
239940,196.13
166679,1.79
179084,123.00
37878,74.98
22649,19.10
282464,19.95
25887,24.87
42936,111.15
62601,10.59
140020,5.90
35493,30.99
175993,45.00
3806,346.02
207389,1.29
852,19.95
15768,1.29
150681,266.16
81872,150.24
222530,106.64
160435,106.06
277384,240.60
166344,150.25
69186,85.25
54027,16.74
268214,152.65
29227,0.89
14522,33.30
70744,9.99
213476,1.98
132150,141.25
173202,740.00
117103,76.22
112647,361.00
141207,24.99
95261,24.95
232593,149.98
233604,6.50
86703,88.97
232024,12.86
65325,51.27
153158,109.95
192003,1336.00
80190,49.00
90407,229.00
257939,62.90
112715,1.98
63189,334.96
245995,27.08
55078,71.96
66869,49.99
32776,11.85
283534,44.37
140837,188.90
90314,300.00
39667,8.49
171284,28.46
83056,180.00
199138,101.75
41766,10.96
116433,29.30
153288,2.00
123205,185.00
260559,9.99
272187,148.00
34788,6.77
72733,556.00
93282,34.05
195927,9.90
225667,2.67
5001,25.28
196116,700.73
187470,89.99
106386,32.17
153029,144.52
144692,152.24
160465,46.31
27126,265.80
175917,2.50
258790,1.00
198801,3.95
270643,10.87
243764,92.38
155129,23.92
255830,28.75
81383,746.64
135574,16.99
159843,51.40
247503,282.00
21952,31.35
159191,3.00
279923,1.00
65281,118.37
82862,888.52
211010,25.00
80057,389.47
3247,40.78
58261,2.75
128435,93.82
40886,22.00
60077,1.18
14475,26.99
69736,358.00
55154,190.00
275744,14.95
30731,77.58
233171,239.26
257532,20.88
224817,23.88
132759,20.98
149413,10.62
55260,30.58
91842,2.42
238807,1.79
12460,11.27
232039,253.48
199961,17.28
81234,39.95
235785,683.90
208497,29.99
31802,50.00
175266,7.28
27721,1209.51
260080,13.40
239630,25.41
159569,3.93
202855,73.70
263860,19.90
235555,38.51
188821,0.99
65203,2.69
69871,1.70
280196,1.00
152057,15.00
249092,36.76
257974,150.00
120277,1.00
189984,77.00
248295,300.00
15984,9.81
63022,280.00
94810,34.13
159243,2.69
195590,23.00
245589,16.98
183605,1.98
145110,5.00
5643,9.99
60457,1.00
46462,216.61
270914,29.99
191231,9.99
41948,47.90
28857,10.14
77240,419.90
96351,20.00
223577,0.89
8011,32.00
108407,94.75
96921,1.00
266492,8.99
244893,213.13
129171,3.87
65257,50.00
22302,87.94
52076,1658.00
203786,18.92
109783,9.80
201664,14.94
127456,35.35
89699,20.77
238919,273.00
208402,12.98
30750,79.64
5467,16.00
210361,30.00
30566,620.80
93047,224.91
188602,1000.00
51471,0.95
199670,3.57
102985,402.44
67781,0.99
130737,43.77
206726,17.40
178839,51.20
274054,0.89
202786,53.05
38266,53.64
210724,6.47
198615,7.78
104590,63.80
235634,397.28
120391,60.97
165419,1.98
220680,19.90
241022,402.00
185408,26.52
88127,0.89
214251,9.99
175786,1.52
196497,1.00
52822,3.99
46889,75.91
18091,9.99
112239,11.98
183762,0.77
271465,2.49
81517,193.77
242964,0.76
230263,46.78
201342,3.85
49721,0.77
176001,228.94
95080,30.02
271374,17.99
6648,21.11
18237,1408.50
23740,109.00
128274,22.65
251967,29.99
169264,49.99
202929,393.91
229600,0.76
284409,1.00
236843,29.51
44459,14.95
252848,136.50
242262,0.99
105342,121.38
167606,27.19
173734,99.99
79040,1.98
272238,45.00
131,42.81
189012,15.99
198462,54.22
153719,40.45
9214,8.95
200649,1214.96
96151,0.76
244637,1.00
103618,9.60
58880,15.99
21242,0.76
34418,258.90
128602,104.99
135592,45.00
94831,3.84
194771,1.00
221652,60.00
283973,25.00
134138,1.00
72754,79.50
99694,442.20
138813,55.49
159690,11.85
83451,77.52
72319,554.80
68890,28.97
250592,9.99
258390,1.00
173423,38.70
62449,50.00
1894,1.78
133779,119.95
70474,3.59
136788,1.29
37950,12.00
238135,146.52
248450,92.50
169469,111.82
28470,12.12
163788,76.61
87857,339.22
91276,1.00
102295,10.99
187595,34.95
175080,16.82
12275,35.11
32264,1.00
167278,20.57
124089,0.77
82257,243.40
71879,282.50
278712,77.37
244280,530.20
12480,59.99
245364,1.79
41640,59.89
179388,14.95
181869,112.64
47447,3.28
185774,43.96
272466,7.00
144970,119.67
256544,10.00
219464,300.00
67672,1.00
23790,0.79
112749,11.50
276685,39.99
127938,60.00
190954,308.67
67328,39.95
186644,7.06
264723,15.00
205476,69.00
151017,15.00
3011,12.99
48747,64.99
80019,1.98
148301,67.70
91250,1522.10
33711,40.89
208288,24.00
274279,35.00
120800,39.00
79680,14.99
41518,33.74
263612,1.00
254117,156.00
193570,5.25
267888,71.98
8004,375.30
132173,75.40
90527,54.49
71730,15.00
112681,0.77
73520,1.98
138712,19.99
165635,29.95
117171,19.90
275746,178.60
173021,2.36
192604,110.56
242716,286.04
120536,552.96
223738,1.52
182914,38.00
239082,50.75
267726,37.85
186097,29.81
16935,70.47
275203,4.19
216613,6.93
257665,1.00
227496,200.00
5463,255.68
221725,106.56
48839,27.95
38323,6.67
42519,4.95
174792,0.00
243265,3.96
224070,5.30
221302,753.20
26866,25.05
16742,26.99
236677,20.32
97149,84.40
270597,72.00
58583,170.00
134562,1.98
96887,182.15
107558,180.00
221183,48.38
150658,60.00
224244,11.50
91660,473.17
55572,390.97
70345,749.90
150204,16.78
27088,153.77
72857,136.60
52408,30.00
155139,9.99
11176,332.99
59998,4.97
226637,26.44
42139,59.99
21481,1.46
85354,99.97
230805,44.95
184675,197.41
167063,15.41
146870,32.24
164675,7.70
270848,119.00
43127,15.28
190913,11.99
256113,1882.38
156583,1.00
207626,468.07
9886,0.89
3313,15.00
162331,24.90
89496,618.10
254276,13.33
267530,25.00
97455,4.99
225204,230.00
134748,8.99
183078,94.95
5172,299.38
118679,247.71
63717,1.00
267811,136.50
150862,7.80
94774,6.45
11420,6.20
131044,0.89
7139,28.19
64510,1.98
238401,1.98
138206,42.60
189394,154.09
105038,2.20
192369,22.80
149365,146.48
46043,18.40
169552,9.99
183121,8.99
31585,46.90
164170,19.97
38158,14.98
192325,59.75
86894,22.10
140664,7.58
249466,14.95
51711,15.00
170516,15.78
116648,56.00
198756,5.00
226015,17.27
205128,300.00
98206,0.01
85908,15.00
26930,784.82
195226,178.00
123821,9.99
2616,9.95
67943,46.00
140823,538.00
83691,445.00
221085,50.00
102232,100.00
125562,15.10
172933,16.00
196063,165.00
249290,3889.00
127213,93.65
23454,25.00
101848,60.00
29506,1.99
67743,1.98
282325,0.89
70329,378.63
77164,43.70
225849,48.00
1299,35.28
114603,1.00
25575,238.96
108016,32.27
178049,8.00
163110,167.96
17962,1.99
39113,1.00
143684,0.92
26321,0.76
45299,29.00
160404,12.31
127302,1.29
40057,108.42
30278,0.89
180272,100.00
133975,0.98
176299,29.79
259735,7.19
83546,1.52
25513,5.35
276731,124.00
267758,82.70
42817,102.96
17716,93.64
278429,4.49
257290,58.00
26417,39.22
243524,104.45
278871,220.85
245855,50.00
236557,49.95
146621,633.07
275150,1.98
151104,24.95
76166,277.98
10692,1.78
260517,10.52
95215,186.32
29671,12.90
251151,38.97
198848,19.99
188684,7.40
129031,25.00
247869,249.98
109475,1.00
68633,100.00
224462,0.75
105739,19.37
3929,6.68
141771,1.29
260810,9.99
278723,84.64
96882,317.77
95166,31.11
118137,12.99
165665,42.95
193744,9.86
6518,1.00
222722,17.99
112302,5.50
20283,16.99
117085,16.00
213283,275.50
5159,156.48
19374,15.16
25550,69.80
243667,29.90
188709,0.31
110940,1.98
249476,102.45
175028,1.00
156372,0.89
275841,155.00
2121,20.00
18629,7.50
196201,1.00
136940,128.00
178740,7.40
152961,499.00
260119,1.00
203730,49.50
122997,24.02
208384,1992.66
257918,2.00
99221,6.20
129878,26.54
2474,0.76
38797,30.00
244674,125.65
51598,1341.77
251996,406.17
43104,20.00
95195,30.00
127169,61.85
35770,113.25
111068,3.92
216872,48.00
131603,101.75
275697,119.00
239881,100.00
25434,700.18
188899,30.53
153886,9.99
61202,15.00
279304,19.99
281014,111.16
105718,85.00
122513,144.00
267878,209.00
150281,17.83
153557,33.30
219432,90.00
39218,46.85
187486,10.00
275751,3.11
240462,42.00
143246,1.00
77125,10.00
15014,1.00
15253,8.93
28597,32.50
146787,1.78
206600,5.01
10512,15.00
275035,30.34
171112,28.50
151549,0.85
244265,23.67
11557,134.09
239512,0.77
40036,59.14
274360,1.94
249161,1.98
241185,21.90
135991,15.00
3601,0.69
96148,223.78
199722,75.00
233881,7.99
82350,7.04
242117,30.22
245649,9.99
146568,0.01
211822,6.79
123043,2.92
231308,1.00
221125,1.17
228436,18.44
177412,3.60
110711,10.00
15674,397.58
194590,116.50
33320,24.00
147176,1.00
120639,129.96
281036,270.00
178861,1.00
198213,0.46
53793,6.99
278545,11.27
105102,118.58
227719,0.76
88935,27.83
113893,1.79
259221,0.76
245331,9.39
139499,30.50
281514,100.00
137347,5.69
223241,308.40
45190,74.63
29882,30.51
150872,1.00
217444,229.34
72387,25.87
240644,139.00
197667,0.76
176269,1.79
166083,45.73
81110,15.95
182149,27.00
44520,187.18
225952,43.95
97451,19.95
199349,25.00
80759,0.76
238001,145.00
278416,5.30
218470,6.99
65453,273.08
64070,0.76
60745,71.10
272680,75.83
199727,15.00
194994,2.69
117013,68.44
256729,5.74
181404,9.99
158334,1.00
139071,17.19
141073,12.05
161451,23.90
275680,45.39
4406,25.00
281286,5.00
179483,72.57
272183,4000.00
252557,26.16
223903,270.07
263898,73.58
159089,10.00
68883,24.93
244378,60.00
130718,152.08
30764,1.00
70494,10.62
3755,59.90
92224,286.10
176076,54.99
203256,87.97
267510,41.88
92092,13.99
85283,125.60
215990,9.99
117381,24.42
3853,49.99
52746,10.00
268006,637.00
63788,35.00
260117,1.50
58159,0.89
103901,4.49
36085,8.00
229113,99.99
158418,12.07
63674,38.93
101263,40.00
18213,54.99
157684,1.98
138111,15.00
213267,28.75
226725,1.98
35266,11.84
271973,1.00
41768,15.00
248334,0.77
145443,0.77
215800,226.46
16814,33.05
219715,9.99
75220,5.99
49427,145.98
65840,72.82
254987,42.98
5872,54.99
207894,33.35
260644,0.99
118348,6.99
33865,1.00
47549,39.99
255132,30.00
79223,1.00
153443,1.00
71359,49.99
40084,35.99
112733,36.38
219335,39.00
129256,38.86
137900,1.98
107911,11.50
121479,29.90
136713,99.90
48120,1.00
113614,2.49
148204,1.00
202727,218.41
73312,197.63
266057,43.16
101689,26.40
241672,19.95
108489,114.00
25116,5.01
219292,130.00
266080,65.10
94557,13.15
252768,27.85
90126,7.99
210050,38.90
140710,3.09
260580,497.26
149176,17.99
162757,25.00
65918,12.00
129956,82.92
208725,1.00
111997,7.99
239301,11.50
124722,5.36
48373,93.37
124134,573.54
124951,7.49
76626,7.79
160530,15.12
217954,7.72
159264,1.29
226839,67.00
187502,160.00
189677,1.00
219533,1.00
127499,1.00
35985,8.04
213564,103.65
7462,716.90
42350,199.00
85034,13.60
40514,11.27
93079,6.61
126090,4.79
140344,9.90
218337,2.00
259794,59.23
198453,12.31
150983,6.56
203425,28.60
67960,0.76
186747,79.75
32720,1.98
24054,22.78
60155,7.68
145844,80.00
180971,100.00
238350,60.00
283746,23.00
271345,31.00
41525,7.28
95424,10.80
148367,20.00
214768,26.40
1226,46.40
197902,5.38
25622,9.86
203836,1.00
204320,42.68
34703,1.61
125242,1.00
119043,165.70
199236,2.12
191508,27.00
90339,29.98
270501,80.18
56655,210.00
86149,21.18
34323,10.99
247080,12.00
110603,99.99
153900,13.58
51278,37.07
65492,38.50
57147,15.64
107492,24.85
230975,18.92
67332,0.89
281692,13.99
149735,13.37
201596,15.41
173849,216.12
13973,1.00
4401,16.00
6039,2.69
51330,12.33
30174,3.12
231615,761.41
97695,85.66
65181,0.22
34607,188.70
208293,236.33
132453,172.35
87373,60.00
110284,916.14
59434,62.96
223438,53.98
240958,10.00
242890,12.10
237645,307.00
134958,51.00
155674,49.00
213377,10.03
226002,2.50
92710,35.00
219220,54.90
182533,1.79
59002,25.00
60107,10.00
102910,23.60
193013,90.00
178244,1.00
20798,9.99
58492,1.29
283114,78.45
88204,213.06
263864,21.00
240013,135.00
6404,804.00
225989,879.70
75701,0.87
102976,199.00
88022,51.39
180009,79.95
104106,39.99
279491,19.20
120996,61.85
72426,307.48
103300,13.99
147968,5.00
144488,47.27
25788,1.78
187992,17.99
170423,15.95
126770,57.90
150820,12.31
8208,707.00
4494,29.99
137996,2.13
267125,42.80
89225,51.00
136750,2.99
2770,23.72
220550,3.69
71752,30.00
89842,0.77
265494,99.99
57987,209.00
283287,1.00
240189,23.40
281341,123.18
238059,112.35
135944,1.88
164292,8.90
234687,24.00
27645,0.76
46024,310.46
5684,2.36
5682,19.60
70132,17.49
213997,300.00
176243,36.67
281594,23.60
20260,354.80
58093,15.00
163194,15.00
219352,13.22
161254,1.79
116744,29.95
280712,1.29
84719,29.18
75141,11.74
273709,20.12
265837,18.88
51567,1001.00
175897,9.99
137332,7.01
215122,96.00
94027,636.00
284295,5.00
77824,10.73
224896,118.07
78970,99.80
116411,1073.71
196970,24.98
3456,47.85
176121,7.59
27295,10.32
56362,1.45
200776,1.98
102145,349.00
99565,80.00
6325,18.15
124897,15.00
195217,1.99
181761,14.97
164973,9.62
178914,600.00
113976,4.49
158133,0.89
226031,0.00
248630,107.94
138670,0.00
247279,10.00
19619,89.46
10110,182.00
213013,2.28
98924,1.00
19604,25.00
190134,479.00
39759,4.00
259400,16.02
185284,20.00
5857,25.00
111342,54.37
48459,14.20
42284,456.00
6543,15.97
112003,114.09
257728,1.00
159070,1.00
97494,2331.31
45987,43.05
75328,29.95
63147,60.44
194100,1.00
95847,18.90
148439,197.58
150147,0.01
85602,3.69
113764,1.79
198724,7.63
43276,19.90
58685,69.19
51281,307.50
177880,10.00
268948,10.99
44736,2.51
255051,0.69
49866,1.98
233579,319.00
274558,141.35
69347,324.88
54687,9.00
126917,141.73
139235,2.88
201673,1.00
193499,1.29
219399,4.99
233463,9.08
86407,70.08
46805,61.82
121989,13.90
78020,10.00
99769,8.97
258203,1.00
211397,131.67
122113,84.90
129996,8.99
87712,19.95
20448,1.29
201578,1.98
15805,39.20
168270,11.99
267624,40.00
224418,12.31
160509,0.00
160071,11.50
92853,370.50
76948,81.00
213232,30.34
20428,38.72
161006,23.05
216189,303.60
202375,1.00
238495,104.45
89155,11.49
208987,4.48
33505,266.80
47560,1.00
2082,17.90
109221,5.60
59019,382.18
240385,14.70
221599,1.29
90664,9.99
281967,0.99
284529,0.76
248502,59.90
191190,1.00
270929,39.00
249162,7.99
213799,44.95
16284,1.29
213870,36.00
218975,12.65
271905,1.98
12196,57.40
68677,138.50
17614,29.00
273628,9.62
72630,11.27
280207,0.76
226347,48.98
231980,7.40
109276,75.00
111834,8.99
185153,55.50
225161,152.00
46083,1.79
138791,18.96
261684,63.80
139586,0.69
163598,6.49
32755,69.00
32273,4.81
54874,1.00
132262,16.58
93847,7.99
227191,7.68
243396,8.93
251279,1018.92
181560,5.99
103016,3.76
156645,4.06
164425,47.96
161115,0.99
44278,99.80
272786,1.61
177081,39.00
132083,80.00
199291,0.01
185212,1.79
102111,34.99
197419,56.89
133003,0.76
112288,29.85
282460,11.50
144068,4.99
110056,39.99
143185,30.00
105275,170.45
20828,130.44
243804,11.50
8625,13.00
258713,15.95
104871,41.80
182010,303.00
135893,2.69
170607,7.68
258542,1.99
116822,28.31
221083,0.00
173162,3.37
45113,45.00
97349,27.92
2627,843.00
96784,1.00
264591,303.74
160764,147.96
230497,200.00
218331,6.88
148913,19.71
138271,31.70
180125,168.00
59325,28.84
67268,15.90
176181,8.07
38101,77.80
114735,108.76
14001,3.00
226024,0.89
282820,936.39
94229,20.00
249524,15.37
4313,46.80
15725,100.00
31103,23.00
175177,37.00
10430,16.00
160747,218.60
284861,1.00
262061,19.78
131273,115.00
48866,11.92
166289,54.99
270231,27.31
14294,1.15
83504,70.14
270493,4.45
218781,8.99
131596,29.99
223337,1.00
17221,30.31
90223,156.56
229404,1.00
119111,15.21
57518,0.77
126664,41.50
156175,29.99
172872,1205.18
208399,21.66
237114,15.27
81024,25.90
235946,11.50
162649,6.41
99204,22.20
260452,8.06
196595,6.01
204428,1.00
166869,22.00
281604,373.39
207450,111.49
211113,43.00
85384,9.87
101814,212.77
254753,101.41
225319,1.00
223148,24.90
218581,7.35
10253,219.70
96762,2.69
14992,1.46
284692,3.99
78088,11.95
208351,1.00
183338,45.00
179227,94.22
269937,144.00
268306,180.15
255005,92.80
257296,5.00
48773,159.99
63384,24.19
284884,2.99
130075,2.95
170948,46.00
192818,19.95
256779,0.80
149522,14.95
176795,14.03
142700,47.51
161275,6.48
141387,53.50
19440,8.42
278574,12.84
244070,10.59
4415,22.50
197440,1.00
23830,0.00
54016,12.75
201716,524.26
76136,2.50
5158,3.69
111262,25.20
215259,11.27
271186,12.60
2831,1.50
152220,210.00
169825,112.26
281035,499.32
90377,14.99
242275,40.81
59804,1.98
248306,75.83
245819,60.95
16491,1150.12
79468,15.95
18467,15.00
229413,29.99
64299,4.49
31065,17.00
44845,19.95
83186,0.89
45143,149.38
170505,0.89
260401,3.59
216932,5.00
61124,1.00
23405,131.00
14829,936.03
208487,65.33
54475,25.00
124592,39.00
46076,57.96
162017,10.00
265313,12.94
210913,29.99
180164,58.07
191228,13.99
35260,263.00
35609,4.48
55573,500.00
69737,2.97
263779,45.35
257118,7.04
197616,15.75
57545,421.72
203403,2.12
157927,14.90
118670,28.56
181595,5.00
96614,79.45
78249,40.00
159303,1.00
103902,435.70
28728,15.00
138676,10.00
141624,18.03
142897,0.99
90593,507.96
65884,4.00
244236,273.04
31638,3.75
21899,37.00
62886,66.65
43882,28.97
47111,28.06
1953,360.00
113979,50.25
32094,512.90
158426,67.30
122765,53.98
202402,1610.60
246574,70.80
13546,9.96
196637,3.25
282497,130.64
150447,0.59
198474,18.46
73882,1.98
140197,0.69
53582,49.70
7804,20.00
9700,46.44
128667,0.89
70126,121.00
27728,1158.00
73653,5.36
115073,81.80
67360,272.00
264233,99.00
95879,13.07
58365,150.58
198681,1.50
6830,8.99
52622,3.63
63812,12.06
238498,112.08
236973,67.30
65877,56.00
274612,4.49
173746,19.47
111496,21.58
84599,73.10
260913,2.69
77107,1.29
237732,14.68
69293,104.00
25056,104.46
192084,1.00
113682,0.75
60879,30.89
46181,89.00
26779,315.00
175940,22.81
129079,92.26
110942,20.26
240124,20.60
240676,5.49
116056,0.01
109778,6.08
62155,250.00
143461,48.52
211252,68.52
130334,47.20
13346,5.99
58337,1.00
259798,9.94
9949,22.19
237421,100.78
111103,3.62
98986,1.00
83998,2.92
260335,1.00
72976,256.96
182111,0.89
283606,13.69
171720,10.00
28500,27.53
128552,23.61
169793,44.90
131327,84.90
67893,1.98
152366,43.02
259248,238.32
229104,5.37
270583,13.16
250668,1.79
162200,3.75
220608,194.80
19248,16.99
60091,165.00
168237,15.00
262785,1.00
7163,1.29
279481,21.76
102092,1.99
176356,9.71
215790,2.23
138418,1.00
217505,97.49
91244,29.30
155234,32.00
244553,1.79
176598,2.24
74379,66.00
193316,21.35
75647,23.90
105469,43.75
193817,203.90
268019,91.00
80566,166.14
31721,36.00
180937,690.78
281096,10.00
121686,6.15
118212,314.18
7985,23.99
76257,1.98
207157,15.03
280978,8.08
5671,29.00
234764,3.17
6846,10.00
200255,891.25
86532,48.40
163704,0.10
239867,1.00
94918,86.08
104114,260.15
278099,152.00
143638,74.44
89182,21.35
73956,721.42
237437,18.27
162761,430.66
220190,297.02
187098,15.95
163053,4.00
187888,7.99
231754,278.92
75844,2.99
24127,52.77
21852,39.00
244558,98.92
26861,1.00
73870,1700.00
118607,10.90
14402,135.71
176063,15.95
236812,34.17
213813,1.00
67685,3.72
244322,801.35
158020,15.95
260623,9.90
147691,2.67
131088,108.52
209599,4.49
276695,0.00
146198,18.98
247793,2.69
215969,146.62
88578,127.87
48666,48.00
208096,13.99
32775,1.98
208622,3.55
241111,10.00
67958,1.00
275049,33.00
74952,34.99
189905,60.00
75243,1.29
187546,485.19
141274,981.95
178650,7.62
180834,33.11
22498,12.00
239858,9.51
225855,9.80
27747,1.78
126302,0.00
196683,48.00
282227,11.27
140444,79.99
19020,13.50
205640,47.70
130276,1.00
103266,4.70
182675,41.88
74149,76.00
91813,19.50
99397,43.61
277524,750.65
152445,2.58
193916,42.81
89170,0.89
259960,10.02
11931,124.19
21668,119.97
261627,462.40
92445,70.00
260688,1.98
263691,36.97
39062,234.96
166405,9.99
167208,68.25
240979,59.00
172996,40.00
3153,113.00
131910,91.79
129308,26.23
59062,1.98
121465,0.89
51516,25.99
201816,15.00
1653,8.02
48381,5.50
269453,39.95
24163,158.00
48108,108.00
167186,7.50
275488,9.89
89394,1.00
221613,38.93
260483,32.63
212565,19.99
10615,22.22
38154,4.40
234868,3.99
177852,9.99
101449,420.00
102088,25.00
103821,0.67
133297,1009.75
145053,1.00
228001,0.76
112584,6.33
214258,8.94
95317,24.85
44396,42.12
183,1.00
74477,0.01
145396,59.00
13655,58.00
148080,15.99
230555,168.78
164978,22.49
24207,47.85
138774,8.94
53324,1.98
62215,6.79
196064,22.95
239549,1.29
168961,766.27
133656,2.99
160532,18.75
70654,7.30
236912,24.62
65128,4.00
129009,30.00
22837,9.72
226877,220.98
248818,79.80
222800,349.85
33712,11.28
204541,212.00
278886,1.00
178181,9.83
37234,16.79
150564,0.89
149615,21.93
119637,1.79
97381,17.99
186960,1.00
126434,26.48
225755,0.76
143874,57.01
130495,0.76
236161,0.01
183035,64.99
262795,13.99
19904,49.99
38623,32.00
128582,29.95
152476,23.20
125159,1059.07
276451,173.70
114716,220.00
58603,0.89
226458,2000.36
166812,4.74
58057,69.99
162373,2.49
252634,1.00
233197,1.98
271425,6.95
78771,7.98
263018,115.20
99815,0.01
203369,240.00
185885,467.77
139296,44.01
50312,59.85
186029,97.23
87199,25.00
42257,67.30
154554,1.29
142046,20.00
216657,468.66
284401,11.98
132576,19.04
261124,103.66
231019,19.95
209475,32.45
74817,6.99
184899,15.00
14591,151.17
88455,388.76
70886,1.00
257945,19.98
165229,1.79
207014,119.75
36565,835.00
71875,37.89
204436,24.43
109899,22.00
26750,202.74
7548,41.50
239751,59.14
195611,34.97
133490,9.03
94771,15.00
48494,1.98
34456,0.76
153517,9.13
47697,11.85
54082,4.49
145656,17.99
73651,1137.86
284954,49.95
278658,28.74
229531,10.00
135499,25.00
107357,84.00
151943,90.00
189898,17.24
265236,49.00
278957,0.02
41708,8.16
213275,4.99
229570,4.00
187048,2.51
54441,50.00
22861,9.99
18959,37.90
71402,105.36
232007,4.00
51013,28.75
153331,55.00
206090,1.29
44559,29.98
199298,293.99
28203,19.30
168028,7.40
168480,9.01
123037,4.00
184138,29.69
20153,1.79
50719,3.85
32009,1.79
8172,30.40
206594,31.68
25969,2.69
237010,13.40
214782,1.00
237659,14.25
31690,178.50
220029,8.99
181517,2.69
218182,19.98
220409,33.90
212063,273.84
103453,1.98
27840,1.98
31921,1.00
81457,13.01
207007,50.00
135883,5.00
201095,50.89
90395,20.00
92818,5.40
266914,38.00
52393,9.99
169320,114.00
161161,11.27
256539,364.08
215830,1.98
129556,7.99
147163,24.99
8558,25.65
280521,1260.00
250603,129.01
7262,1.98
213822,1.00
105194,1.98
113088,1.00
46225,4.99
110566,39.00
129218,10.80
54788,14.31
190908,110.00
150172,121.80
154398,30.09
60911,16.98
220950,1.89
105050,89.00
139372,6.95
281097,25.00
270720,4.99
115325,5.60
228250,101.85
122616,9.77
206034,87.66
189014,49.99
279161,31.53
100739,5.53
195525,74.99
60195,39.40
209461,309.31
282596,0.99
141643,9.12
122528,27.69
74285,2.68
213863,21.87
218648,49.98
66634,59.70
99859,69.90
38563,1.00
58194,100.75
136309,39.01
66522,59.00
239739,36.00
124213,1.00
145306,70.20
135206,22.43
132617,37.99
169311,97.30
242663,30.66
111808,49.27
125656,38.38
174929,28.58
284436,29.13
259675,20.00
251894,252.21
161559,15.77
206333,225.00
31883,10.00
217286,89.72
240018,41.49
135311,189.63
265719,147.93
80199,41.91
279025,74.00
274824,40.50
171381,0.76
25030,1.00
214741,1.00
265347,7.68
216658,157.60
